#  ID	"RA	"	DEC	MAG_F160W	MAGERR_F160W	FWHM	STELLARITY	ELLIPTICITY	THETA	Z_BPZ	ZMIN_BPZ	ZMAX_BPZ	ODDS_BPZ	CHISQ2_BPZ	STAR	WEIGHT	NRS_F110W	NRS_F140X	NRS_CLEAR	REFERENCE
1697	53.17847428	-27.80877004	28.152	0.302	9.96	0	0.284	47	1.35	1.2	1.72	0.882	1.278	0	1.8225	28.497	-99	28.152	FALSE
2124	53.17876478	-27.80620367	27.589	0.374	11.96	0	0.528	-21.3	1.35	0.77	2.76	0.319	0.241	0	1.8225	28.438	-99	27.589	FALSE
6335	53.19428639	-27.79454022	27.372	0.194	11.64	0	0.373	-48	1.35	1.21	1.58	0.915	1.785	0	1.8225	27.806	-99	27.372	FALSE
9282	53.17544511	-27.77326826	26.999	0.132	17.93	0	0.385	33.2	1.35	0.64	1.69	0.455	1.323	0	1.8225	27.126	26.787	26.999	FALSE
6562	53.17657925	-27.78544716	21.3	0.001	27.83	0	0.069	31.3	1.35	1.24	1.45	0.997	0.015	0	1.8225	22.262	21.525	21.3	FALSE
23539	53.16205928	-27.78271573	24.523	0.005	9.03	0.03	0.278	-36.7	1.349	1.24	1.45	0.996	0.245	0	1.819801	25.162	24.687	24.523	FALSE
4456	53.13955381	-27.78638313	26.672	0.028	15.74	0	0.249	-34.8	1.348	1.22	1.47	0.976	0.531	0	1.817104	27.135	26.837	26.672	FALSE
8291	53.17171474	-27.76696181	26.337	0.024	26.13	0	0.533	56.9	1.348	1.23	1.45	0.993	0.484	0	1.817104	26.565	26.415	26.337	FALSE
24853	53.1539912	-27.7743911	25.257	0.008	12.28	0	0.232	-27.7	1.348	1.23	1.45	0.994	0.183	0	1.817104	25.868	25.407	25.257	FALSE
5029	53.16835503	-27.78924081	27.221	0.036	7.64	0.01	0.113	-1	1.347	1.2	1.47	0.968	0.249	0	1.814409	27.403	27.306	27.221	FALSE
3574	53.16247462	-27.7982599	27.599	0.097	23.98	0	0.475	19.5	1.347	1	1.64	0.692	0.718	0	1.814409	27.784	27.547	27.599	FALSE
7961	53.15723904	-27.76461303	27.121	0.043	22.91	0	0.587	-84.9	1.347	1.18	1.48	0.951	2.16	0	1.814409	27.207	27.156	27.121	FALSE
9239	53.14838933	-27.77286506	27.083	0.041	16.33	0	0.183	85.3	1.347	1.22	1.46	0.988	1.091	0	1.814409	27.157	27.188	27.083	FALSE
1390	53.15996636	-27.8111461	26.513	0.109	10.75	0	0.21	-53	1.347	1.23	1.45	0.993	0.802	0	1.814409	26.665	-99	26.513	FALSE
3987	53.15483289	-27.79617637	26.194	0.02	27.26	0	0.552	27	1.347	1.23	1.45	0.993	0.546	0	1.814409	26.389	26.257	26.194	FALSE
4532	53.14731579	-27.78680106	27.451	0.061	13.19	0	0.195	19.3	1.346	1.21	1.46	0.98	2.027	0	1.811716	27.412	27.421	27.451	FALSE
23906	53.15652009	-27.77966161	24.611	0.006	29.84	0	0.579	63.3	1.346	1.24	1.45	0.996	0.345	0	1.811716	24.74	24.649	24.611	FALSE
5316	53.17244763	-27.79066917	26.39	0.021	27.19	0	0.168	-78.3	1.345	1.23	1.45	0.993	0.508	0	1.809025	26.709	26.551	26.39	FALSE
9801	53.17933126	-27.77891181	25.514	0.013	28.8	0	0.32	63.5	1.345	1.23	1.45	0.994	1.217	0	1.809025	25.771	25.593	25.514	FALSE
7920	53.16943007	-27.77925197	28.482	0.123	13.97	0	0.439	-62.7	1.344	1.02	1.69	0.665	1.821	0	1.806336	28.518	28.691	28.482	FALSE
5763	53.14915483	-27.79298111	22.021	0.001	7.47	0.03	0.318	-53.2	1.343	1.23	1.44	0.996	0.04	0	1.803649	22.874	22.238	22.021	FALSE
24415	53.15584372	-27.7679353	26.883	0.034	15.47	0	0.127	-27.5	1.343	1.22	1.45	0.985	1.305	0	1.803649	27.093	26.927	26.883	FALSE
3358	53.15963926	-27.79898648	25.226	0.01	13.02	0	0.237	10.8	1.341	1.23	1.44	0.995	0.251	0	1.798281	25.509	25.328	25.226	FALSE
5839	53.14350683	-27.79287561	29.458	0.306	5.58	0.72	0.387	-9.8	1.34	0.35	4.21	0.131	0.754	0	1.7956	30.259	30.166	29.458	TRUE
7714	53.18756458	-27.7804875	29.655	0.397	4.78	0.56	0.265	20.9	1.34	0.4	3.81	0.157	0.957	0	1.7956	29.84	99	29.655	FALSE
6137	53.15633493	-27.79406269	29.299	0.219	3.69	0.25	0.248	-39	1.34	0.36	3.93	0.191	0.977	0	1.7956	29.585	29.635	29.299	FALSE
893	53.1716806	-27.81653293	28.906	0.668	7.59	0.12	0.395	-31.6	1.34	0.64	2.99	0.228	0.391	0	1.7956	29.094	-99	28.906	FALSE
8426	53.15698207	-27.76717597	29.177	0.262	6.25	0.04	0.105	-87.5	1.34	0.4	6.5	0.3	1.98	0	1.7956	28.904	29.477	29.177	FALSE
10053	53.15063697	-27.78120857	29.627	0.336	8.55	0.01	0.355	65.8	1.34	0.9	2.9	0.306	0.533	0	1.7956	29.66	29.476	29.627	FALSE
4589	53.17736948	-27.78696596	29.395	0.304	5.17	0.01	0.196	-23	1.34	0.66	3.26	0.267	0.428	0	1.7956	29.611	29.403	29.395	FALSE
2605	53.16176224	-27.80348535	29.26	0.293	5.78	0.01	0.297	77.8	1.34	0.27	4.12	0.16	0.814	0	1.7956	29.355	29.295	29.26	FALSE
8209	53.16543257	-27.7778209	28.879	0.196	11.43	0.01	0.331	-72.8	1.34	0.86	1.68	0.501	1.681	0	1.7956	28.575	28.639	28.879	FALSE
9632	53.16847388	-27.77669563	28.728	0.227	8.08	0.01	0.236	64.9	1.34	0.3	4.29	0.204	0.619	0	1.7956	29.242	29.421	28.728	FALSE
3050	53.16466086	-27.80098318	28.398	0.138	8.03	0.01	0.076	-12.9	1.34	1.06	1.78	0.648	0.678	0	1.7956	28.608	28.488	28.398	FALSE
22654	53.17260092	-27.78920256	29.273	0.215	8	0	0.29	26.3	1.34	0.65	1.93	0.494	0.239	0	1.7956	29.348	29.505	29.273	FALSE
5759	53.1406104	-27.79236292	29.153	0.112	7.35	0	0.166	-26.4	1.34	1.11	1.69	0.766	0.338	0	1.7956	29.544	29.265	29.153	FALSE
8362	53.15002566	-27.776783	29.12	0.204	10.49	0	0.084	-73.7	1.34	0.35	1.92	0.374	1.089	0	1.7956	29.129	28.759	29.12	FALSE
1312	53.16683296	-27.81224641	29.117	0.557	7.43	0	0.162	-82.1	1.34	0.84	2.35	0.447	0.944	0	1.7956	29.436	-99	29.117	FALSE
7731	53.19603444	-27.78273885	28.561	0.491	7.15	0	0.098	53	1.34	1.08	1.76	0.717	1.314	0	1.7956	27.891	-99	28.561	FALSE
2566	53.13981252	-27.80369649	28.394	0.678	7.5	0	0.23	19.8	1.34	0.76	2.78	0.314	0.685	0	1.7956	28.427	-99	28.394	FALSE
1227	53.15497386	-27.81304325	28.358	0.552	6.57	0	0.01	2.3	1.34	0.8	2.67	0.383	0.474	0	1.7956	29.115	-99	28.358	FALSE
5340	53.15218756	-27.79072631	28.256	0.11	15.15	0	0.182	66.2	1.34	0.85	1.7	0.529	0.894	0	1.7956	28.481	28.414	28.256	FALSE
5356	53.16117196	-27.78976979	27.825	0.087	15.5	0	0.409	-54.1	1.34	0.72	1.64	0.44	0.606	0	1.7956	28.109	27.907	27.825	FALSE
8443	53.14612823	-27.77639969	27.244	0.033	10.26	0	0.139	-49.2	1.34	1.06	1.46	0.884	0.295	0	1.7956	27.562	27.337	27.244	FALSE
5448	53.20413693	-27.79115598	27.039	0.182	14.72	0	0.589	21.5	1.34	1.21	1.93	0.879	1.077	0	1.7956	27.674	-99	27.039	FALSE
5721	53.1342488	-27.79242875	25.351	0.067	36.23	0.01	0.606	-46.5	1.339	1.23	1.45	0.993	1.054	0	1.792921	25.758	-99	25.351	FALSE
10163	53.13865445	-27.78222064	29	0.15	10.28	0	0.227	-6.8	1.339	0.45	2.33	0.445	1.283	0	1.792921	29.108	29.555	29	FALSE
8187	53.17298052	-27.77837899	24.479	0.006	58.62	0	0.449	-14.3	1.339	1.23	1.44	0.996	0.44	0	1.792921	24.649	24.548	24.479	FALSE
32013	53.17217359	-27.80587784	22.773	0.01	76.83	0.03	0.361	76.7	1.338	1.23	1.44	0.996	0.074	0	1.790244	22.996	-99	22.773	FALSE
851	53.16625897	-27.81637429	24.788	0.029	30.09	0.03	0.568	-25.1	1.337	1.19	1.45	0.977	0.819	0	1.787569	24.866	-99	24.788	FALSE
37818	53.19155831	-27.782669	22.128	0.006	67.78	0.03	0.674	-36.8	1.337	1.23	1.44	0.996	0.069	0	1.787569	22.578	-99	22.128	FALSE
23815	53.15899906	-27.78054046	27.929	0.136	6.26	0.01	0.377	-35.6	1.336	1.09	1.59	0.817	1.245	0	1.784896	27.779	27.906	27.929	FALSE
10489	53.15113192	-27.78598426	25.801	0.018	41.16	0	0.306	12	1.336	1.22	1.45	0.99	0.38	0	1.784896	26.105	25.876	25.801	FALSE
4971	53.14508604	-27.78942273	22.387	0.002	28.6	0.03	0.246	72.8	1.335	1.23	1.43	0.996	0.099	0	1.782225	22.769	22.52	22.387	FALSE
1661	53.14594696	-27.80853275	23.732	0.016	18.94	0.03	0.539	12.6	1.334	1.22	1.43	0.996	0.09	0	1.779556	23.96	-99	23.732	FALSE
9824	53.14416822	-27.77866322	27.692	0.112	18.34	0	0.14	-19.3	1.334	1.16	1.5	0.924	1.371	0	1.779556	27.62	27.814	27.692	FALSE
892	53.16445372	-27.8164866	28.224	0.415	13.56	0	0.455	-21.3	1.333	1.12	1.64	0.84	0.547	0	1.776889	28.436	-99	28.224	FALSE
7912	53.18068498	-27.77889228	29.508	0.235	5.84	0.01	0.161	35.8	1.332	0.45	2.03	0.38	0.543	0	1.774224	29.542	29.254	29.508	FALSE
8728	53.16836962	-27.76912411	28.939	0.18	11.39	0	0.057	-8	1.332	0.95	1.76	0.554	0.566	0	1.774224	28.931	28.683	28.939	FALSE
5696	53.17375343	-27.7922699	27.742	0.047	13.77	0	0.198	58.1	1.332	1.03	1.53	0.847	1.107	0	1.774224	28.002	27.716	27.742	FALSE
4433	53.15983873	-27.78628314	29.163	0.137	7.74	0	0.105	53.1	1.331	0.73	1.79	0.525	0.307	0	1.771561	29.378	29.376	29.163	FALSE
9217	53.17929608	-27.77255909	27.495	0.057	13.23	0	0.186	1.4	1.331	1.16	1.47	0.943	0.449	0	1.771561	27.602	27.551	27.495	FALSE
9561	53.14428266	-27.77978001	28.826	0.136	9.54	0.64	0.226	12.5	1.33	0.96	2.08	0.469	0.193	0	1.7689	29.899	28.948	28.826	FALSE
3898	53.17135353	-27.79693038	28.425	0.205	4.33	0.51	0.25	-79.9	1.33	1.12	2.73	0.331	1.264	0	1.7689	29.982	29.137	28.425	FALSE
6392	53.16598637	-27.75763757	28.37	0.467	4.9	0.05	0.193	57.9	1.33	0.46	3.61	0.195	0.77	0	1.7689	28.546	-99	28.37	FALSE
24793	53.15170881	-27.77347999	27.992	0.099	8.3	0.05	0.21	-5.2	1.33	1.15	1.7	0.841	2.011	0	1.7689	28.107	28.145	27.992	FALSE
7516	53.17061538	-27.76050587	28.581	0.557	8.47	0.04	0.159	88	1.33	0.76	2.56	0.426	0.786	0	1.7689	28.542	-99	28.581	FALSE
5373	53.13660038	-27.79083824	29.132	0.178	5.11	0.03	0.232	59.7	1.33	1.11	1.48	0.863	1.766	0	1.7689	29.041	29.419	29.132	FALSE
8663	53.14304759	-27.77550605	26.278	0.025	11.61	0.02	0.284	-5.4	1.33	1.2	1.44	0.983	0.246	0	1.7689	26.511	26.306	26.278	FALSE
8520	53.16745503	-27.76774315	29.704	0.299	8	0.01	0.296	-25.4	1.33	0.29	4.15	0.182	1.008	0	1.7689	29.739	29.831	29.704	FALSE
9511	53.14277795	-27.77573807	28.517	0.09	7.05	0.01	0.199	56.5	1.33	1.15	2.32	0.738	1.443	0	1.7689	29.45	28.751	28.517	FALSE
9610	53.1551245	-27.77726873	29.795	0.298	10.42	0	0.323	56.2	1.33	0.79	1.9	0.481	0.819	0	1.7689	29.458	29.51	29.795	FALSE
8003	53.15863271	-27.77895909	29.792	0.245	5.97	0	0.16	-77.3	1.33	0.86	2.41	0.402	0.467	0	1.7689	30.249	30.02	29.792	FALSE
8689	53.15694889	-27.76876283	29.32	0.204	8.09	0	0.154	-9.6	1.33	1.14	2.56	0.394	3.157	0	1.7689	29.966	28.812	29.32	FALSE
7266	53.15918517	-27.78209359	29.047	0.174	9	0	0.188	-8.8	1.33	1.1	2.53	0.414	1.217	0	1.7689	29.707	29.14	29.047	FALSE
5334	53.16636759	-27.79066624	28.538	0.101	10.17	0	0.208	-10.4	1.33	0.29	1.53	0.415	1.452	0	1.7689	28.632	28.66	28.538	FALSE
9483	53.17805785	-27.77528662	28.479	0.101	16.37	0	0.283	-89.4	1.33	1.11	1.81	0.607	1.21	0	1.7689	28.595	28.47	28.479	FALSE
7728	53.16084298	-27.76327444	28.459	0.106	13.97	0	0.427	18.7	1.33	1.13	2.76	0.683	1.072	0	1.7689	28.923	28.774	28.459	FALSE
3208	53.12791024	-27.80019718	28.245	0.413	10.94	0	0.36	-78.9	1.33	1.1	1.97	0.759	0.571	0	1.7689	28.376	-99	28.245	FALSE
9075	53.16339302	-27.77121815	28.241	0.086	12.24	0	0.424	10.3	1.33	0.45	1.59	0.367	0.78	0	1.7689	28.587	28.36	28.241	FALSE
10429	53.14006412	-27.78610082	28.185	0.17	13.46	0	0.211	49	1.33	0.99	1.82	0.599	0.721	0	1.7689	28.362	28.565	28.185	FALSE
7207	53.13732337	-27.78288305	27.645	0.049	10.05	0	0.11	-67.5	1.33	1.09	1.47	0.861	0.36	0	1.7689	27.948	27.785	27.645	FALSE
3444	53.13993368	-27.79885815	26.789	0.134	10.19	0	0.321	52.1	1.33	1.19	1.45	0.968	0.693	0	1.7689	26.92	-99	26.789	FALSE
10544	53.14432161	-27.78913136	23.242	0.003	60.28	0	0.429	3.1	1.329	1.22	1.43	0.995	0.065	0	1.766241	24.228	23.502	23.242	FALSE
5710	53.14831951	-27.79229154	28.826	0.078	8	0	0.011	-75.7	1.327	1.03	1.63	0.68	0.039	0	1.760929	29.357	28.994	28.826	FALSE
3593	53.16673274	-27.7981461	28.055	0.083	15.06	0	0.215	-59	1.327	1.07	1.6	0.769	0.131	0	1.760929	28.407	28.124	28.055	FALSE
3791	53.13730177	-27.79730022	27.119	0.17	8.5	0.01	0.216	75.8	1.326	1.16	1.47	0.943	0.226	0	1.758276	27.349	-99	27.119	FALSE
10206	53.14171739	-27.78315718	27.161	0.038	14.71	0	0.349	-21.3	1.326	1.18	1.45	0.967	0.503	0	1.758276	27.384	27.294	27.161	FALSE
10419	53.13940033	-27.7867771	22.863	0.002	11.96	0.03	0.203	-0.6	1.325	1.22	1.42	0.996	0.064	0	1.755625	23.595	23.069	22.863	FALSE
8822	53.1578614	-27.77390418	27.35	0.036	10.72	0.01	0.098	66.2	1.325	1.15	1.45	0.956	0.509	0	1.755625	27.432	27.403	27.35	FALSE
5836	53.14651455	-27.79290148	27.931	0.077	17.02	0	0.333	69.2	1.325	1.08	1.56	0.834	0.737	0	1.755625	28.087	27.816	27.931	FALSE
5098	53.17527707	-27.78946616	27.911	0.073	17.35	0	0.171	2.6	1.325	1.11	1.52	0.879	0.678	0	1.755625	28.205	27.987	27.911	FALSE
2471	53.15355528	-27.80363664	24.471	0.01	20.17	0.02	0.443	29	1.323	1.21	1.42	0.996	0.251	0	1.750329	24.806	24.543	24.471	FALSE
2744	53.16342276	-27.80260794	28.47	0.105	12.91	0	0.178	-31.4	1.323	1.11	1.53	0.852	0.704	0	1.750329	28.628	28.686	28.47	FALSE
24557	53.15937718	-27.76951072	28.081	0.065	10.53	0	0.411	-82.1	1.321	1.14	1.48	0.904	0.435	0	1.745041	28.292	28.167	28.081	FALSE
9434	53.18209904	-27.77396505	27.366	0.053	12.59	0	0.25	40.3	1.321	1.13	1.52	0.87	0.513	0	1.745041	27.697	27.573	27.366	FALSE
9443	53.15709816	-27.77513063	27.261	0.042	16.09	0	0.106	-31.8	1.321	1.15	1.46	0.941	1.104	0	1.745041	27.601	27.53	27.261	FALSE
1028	53.16197532	-27.81530668	28.404	0.654	7.02	0.7	0.368	17.3	1.32	0.69	2.77	0.396	1.075	0	1.7424	28.485	-99	28.404	TRUE
10479	53.15247433	-27.78702339	29.758	0.387	5.72	0.68	0.43	-14.6	1.32	0.65	3.22	0.207	0.851	0	1.7424	30.29	29.826	29.758	FALSE
10397	53.14789977	-27.7869804	30.496	0.407	8.16	0.01	0.462	53.9	1.32	0.69	2.94	0.296	0.404	0	1.7424	30.724	30.126	30.496	FALSE
7326	53.16087327	-27.76147197	29.765	0.324	6.97	0.01	0.406	69.3	1.32	0.51	6.68	0.184	1.055	0	1.7424	29.517	29.942	29.765	FALSE
9276	53.1627197	-27.77307473	29.559	0.422	7.86	0.01	0.329	-44.8	1.32	0.56	3.03	0.262	0.345	0	1.7424	29.313	29.926	29.559	FALSE
10166	53.16906561	-27.78315076	28.18	0.107	14.27	0	0.37	70.9	1.32	0.21	1.55	0.618	0.89	0	1.7424	28.333	28.383	28.18	FALSE
9627	53.18021286	-27.77693463	27.988	0.082	16.96	0	0.144	16.9	1.32	1.08	1.51	0.792	0.396	0	1.7424	28.208	28.072	27.988	FALSE
9687	53.14674077	-27.77763525	27.942	0.055	20.62	0	0.414	-70.1	1.32	1.05	1.44	0.837	1.484	0	1.7424	27.958	27.874	27.942	FALSE
7449	53.18199609	-27.78167481	27.59	0.067	19.65	0	0.37	-14.9	1.32	1.13	1.47	0.917	0.897	0	1.7424	27.789	27.746	27.59	FALSE
9723	53.18295747	-27.77779477	27.473	0.044	10.22	0	0.208	-38.8	1.32	1.05	1.45	0.838	0.772	0	1.7424	27.621	27.462	27.473	FALSE
21	53.16505835	-27.8308575	27.36	0.315	7.68	0	0.187	57.5	1.32	1.02	2.53	0.489	0.686	0	1.7424	28.222	-99	27.36	FALSE
3971	53.16120439	-27.79651623	28.26	0.075	6.7	0.01	0.066	-70.3	1.319	1.18	1.44	0.97	1.025	0	1.739761	28.499	28.371	28.26	FALSE
8531	53.16632928	-27.76858816	21.713	0.001	57.04	0.01	0.39	-84.3	1.319	1.21	1.42	0.995	0.029	0	1.739761	22.253	21.867	21.713	FALSE
10457	53.13444453	-27.78667772	28.492	0.157	13.25	0	0.375	-82.4	1.319	0.93	1.72	0.598	0.34	0	1.739761	28.507	28.551	28.492	FALSE
22786	53.16851788	-27.79025309	26.9	0.046	13.3	0	0.202	-53.7	1.318	1.19	1.43	0.987	1.559	0	1.737124	27.01	26.909	26.9	FALSE
2935	53.1430376	-27.80164103	28.849	0.566	6.01	0.04	0.187	-67.1	1.317	1.01	1.8	0.653	1.971	0	1.734489	28.891	-99	28.849	FALSE
3564	53.134697	-27.79830564	25.728	0.073	19.28	0	0.478	13.8	1.317	1.17	1.45	0.966	0.996	0	1.734489	26.172	-99	25.728	FALSE
9043	53.16849451	-27.77168017	29.45	0.25	9.39	0.01	0.259	33.8	1.316	0.67	1.87	0.546	0.948	0	1.731856	29.288	29.446	29.45	FALSE
25452	53.16312895	-27.79217704	26.674	0.028	15.62	0	0.311	20.6	1.315	1.17	1.45	0.966	0.42	0	1.729225	26.96	26.827	26.674	FALSE
8644	53.15064266	-27.76858878	28.104	0.091	18.12	0	0.529	-33.9	1.314	1.09	1.53	0.837	0.576	0	1.726596	28.358	28.426	28.104	FALSE
7059	53.14207048	-27.78384105	27.765	0.053	20.8	0	0.505	-82.8	1.314	1.14	1.45	0.941	0.549	0	1.726596	27.976	27.81	27.765	FALSE
10269	53.1489126	-27.78390241	28.019	0.111	18.4	0	0.396	78.4	1.311	1.01	1.64	0.662	0.576	0	1.718721	28.114	28.057	28.019	FALSE
2018	53.18754507	-27.80652091	26.653	0.108	16.91	0	0.413	-42.5	1.311	1.16	1.44	0.968	2.038	0	1.718721	26.645	-99	26.653	FALSE
9874	53.1823112	-27.77920808	29.335	0.24	8.22	0.75	0.162	-75.5	1.31	0.55	5.52	0.526	1.243	0	1.7161	29.141	29.289	29.335	TRUE
5398	53.14214036	-27.79091026	29.359	0.317	6.99	0.11	0.235	-64.4	1.31	0.35	3.91	0.226	0.898	0	1.7161	29.228	29.65	29.359	FALSE
9040	53.17605232	-27.77370369	21.676	0.001	100.95	0.03	0.268	-87.9	1.31	1.2	1.41	0.995	0.011	0	1.7161	22.142	21.806	21.676	FALSE
4029	53.13610555	-27.79641681	28.431	0.456	6.18	0.01	0.124	10.1	1.31	0.68	2.65	0.513	0.397	0	1.7161	28.617	-99	28.431	FALSE
7609	53.14931638	-27.78086471	26.843	0.028	10.97	0.01	0.297	-25.7	1.31	1.03	1.42	0.692	0.581	0	1.7161	26.965	26.861	26.843	FALSE
9517	53.18282608	-27.77584284	29.486	0.244	8.7	0	0.17	34	1.31	0.62	6.11	0.422	1.023	0	1.7161	29.541	29.499	29.486	FALSE
7666	53.15701101	-27.76315074	26.821	0.031	22.56	0	0.419	-42.6	1.31	1.04	1.43	0.862	0.646	0	1.7161	27.095	26.916	26.821	FALSE
4763	53.18641476	-27.78616232	25.846	0.072	29.79	0	0.439	14.4	1.31	1.19	1.42	0.987	1.391	0	1.7161	25.876	-99	25.846	FALSE
37032	53.14554746	-27.78611713	24.612	0.008	62.3	0	0.502	-48.8	1.308	1.17	1.44	0.975	0.37	0	1.710864	24.733	24.7	24.612	FALSE
4496	53.16293782	-27.78664462	25.104	0.009	7.19	0.03	0.537	-9.9	1.307	1.15	1.45	0.952	0.41	0	1.708249	25.305	25.145	25.104	FALSE
10577	53.14103052	-27.78949409	28.018	0.065	15.35	0	0.275	-1.9	1.306	1.05	1.55	0.785	0.608	0	1.705636	28.3	28.206	28.018	FALSE
23092	53.17051292	-27.79274467	27.857	0.075	9.68	0	0.31	-68.1	1.304	1.13	1.44	0.941	0.519	0	1.700416	27.958	27.986	27.857	FALSE
1812	53.17823908	-27.80761993	23.646	0.013	20.79	0.03	0.412	-19.7	1.303	1.2	1.4	0.996	0.107	0	1.697809	23.97	-99	23.646	FALSE
7819	53.16685472	-27.7640645	26.815	0.047	17.19	0	0.232	-84.6	1.302	1.13	1.48	0.908	0.959	0	1.695204	27.251	27.128	26.815	FALSE
7780	53.16861589	-27.77991765	26.532	0.022	11.89	0	0.223	19.5	1.302	1.18	1.41	0.99	0.934	0	1.695204	26.643	26.63	26.532	FALSE
4078	53.14541644	-27.79620393	29.232	0.365	5.58	0.68	0.007	29.1	1.3	0.41	3.79	0.196	0.829	0	1.69	29.97	99	29.232	FALSE
2459	53.15789447	-27.80428519	29.428	0.177	5.91	0.07	0.159	28.4	1.3	0.99	2.35	0.443	0.291	0	1.69	29.734	29.292	29.428	FALSE
9086	53.16608546	-27.771614	30.221	0.485	7.26	0	0.358	-87.9	1.3	0.44	3.5	0.225	0.448	0	1.69	29.879	30.593	30.221	FALSE
10379	53.16232591	-27.78466368	29.953	0.236	9.93	0	0.2	-31	1.3	0.65	2.18	0.355	1.542	0	1.69	30.128	30.515	29.953	FALSE
6676	53.1454986	-27.78533187	29.76	0.293	14.75	0	0.539	4.1	1.3	0.24	5.94	0.269	1.006	0	1.69	29.596	29.734	29.76	FALSE
3850	53.14674002	-27.79710808	28.975	0.174	13.36	0	0.175	-26.3	1.3	0.69	1.99	0.527	0.941	0	1.69	29.459	29.358	28.975	FALSE
6145	53.17185178	-27.79408992	28.971	0.197	10.65	0	0.318	26.9	1.3	1.1	2.88	0.466	1.614	0	1.69	29.911	29.099	28.971	FALSE
10595	53.14006347	-27.7897792	28.652	0.095	8.16	0	0.299	-41	1.3	0.99	1.47	0.71	0.856	0	1.69	28.665	28.626	28.652	FALSE
7990	53.15467755	-27.77919514	27.893	0.05	18.07	0	0.461	-86.8	1.3	1.1	1.49	0.847	0.392	0	1.69	28.354	28.055	27.893	FALSE
7827	53.16253818	-27.76405766	27.14	0.039	20.33	0	0.408	-48	1.3	1.02	1.43	0.826	1.026	0	1.69	27.36	27.196	27.14	FALSE
2978	53.16364872	-27.80142128	29.075	0.188	7.34	0	0.112	13.9	1.298	0.59	1.83	0.493	0.155	0	1.684804	29.221	29.112	29.075	FALSE
23371	53.1862834	-27.79495739	25.916	0.056	6.28	0.03	0.248	-6.7	1.297	1.16	1.42	0.978	0.155	0	1.682209	26.207	-99	25.916	FALSE
9026	53.16485885	-27.77091785	28.625	0.162	10.28	0.1	0.144	-86	1.292	0.89	1.84	0.716	1.115	0	1.669264	28.757	28.876	28.625	FALSE
6328	53.20113063	-27.79485787	28.388	0.435	6.48	0.7	0.186	14.2	1.29	0.78	2.53	0.477	0.34	0	1.6641	29.218	-99	28.388	TRUE
2014	53.16282565	-27.80692135	29.814	0.461	6.58	0.61	0.181	74.7	1.29	0.65	3.17	0.162	0.749	0	1.6641	30.448	29.464	29.814	FALSE
2378	53.15350427	-27.80473622	28.773	0.723	5.36	0.18	0.328	-47.8	1.29	0.41	3.86	0.142	0.682	0	1.6641	99	-99	28.773	FALSE
5457	53.18301774	-27.79121583	28.656	0.514	9.66	0.15	0.202	-25	1.29	0.72	2.77	0.441	0.95	0	1.6641	28.546	-99	28.656	FALSE
22252	53.16516728	-27.78587362	21.093	0.001	7.36	0.03	0.059	69.5	1.29	1.18	1.39	0.993	0.062	0	1.6641	21.936	21.28	21.093	FALSE
5512	53.15247411	-27.79147514	29.842	0.246	5.88	0.02	0.179	-26.3	1.29	0.73	2.66	0.338	0.142	0	1.6641	30.214	29.997	29.842	FALSE
8828	53.1647067	-27.77131793	28.795	0.104	6.93	0.02	0.074	-5.1	1.29	0.69	1.57	0.639	0.55	0	1.6641	29.215	29.19	28.795	FALSE
7401	53.15519915	-27.76200599	25.615	0.014	5.52	0.02	0.171	-53.7	1.29	1.04	1.39	0.899	0.627	0	1.6641	25.991	25.659	25.615	FALSE
4965	53.14664333	-27.7889019	29.493	0.236	11.23	0	0.41	23.2	1.29	0.52	2.77	0.399	0.847	0	1.6641	29.512	29.417	29.493	FALSE
4785	53.14655408	-27.7880523	28.404	0.092	13.34	0	0.236	35.4	1.29	1.02	1.75	0.643	0.94	0	1.6641	29.292	28.37	28.404	FALSE
8874	53.14302131	-27.76996855	28.123	0.423	11.81	0	0.482	-50.1	1.29	0.58	3.08	0.269	0.299	0	1.6641	28.204	-99	28.123	FALSE
4072	53.18670532	-27.79620891	27.65	0.416	9.68	0	0.351	48.9	1.29	0.71	2.86	0.408	0.191	0	1.6641	28.24	-99	27.65	FALSE
5081	53.16318952	-27.78942176	27.574	0.068	13.28	0	0.338	42.9	1.288	1.13	1.46	0.915	0.17	0	1.658944	27.864	27.817	27.574	FALSE
9882	53.17267239	-27.77951783	27.035	0.028	13.71	0	0.224	-83.9	1.288	1.16	1.4	0.984	0.458	0	1.658944	27.173	27.109	27.035	FALSE
2478	53.15644376	-27.80415418	30.415	0.478	7.15	0	0.152	-45.8	1.287	0.62	2.43	0.417	1.55	0	1.656369	29.825	30.637	30.415	FALSE
24395	53.15945297	-27.76777798	22.759	0.001	12.31	0.03	0.333	-35.4	1.285	1.18	1.38	0.997	0.037	0	1.651225	23.751	22.985	22.759	FALSE
1685	53.17702785	-27.80866161	27.647	0.244	19.47	0	0.536	-76.2	1.285	1.11	1.44	0.915	1.268	0	1.651225	27.337	-99	27.647	FALSE
7255	53.18424356	-27.78222241	28.726	0.135	12.51	0	0.381	4.7	1.284	0.64	1.76	0.629	0.683	0	1.648656	29.185	29.192	28.726	FALSE
24297	53.15935539	-27.77502862	22.984	0.002	10.38	0.03	0.15	-5.8	1.283	1.18	1.38	0.996	0.063	0	1.646089	23.643	23.178	22.984	FALSE
